id,label
533,0
534,1
535,0
536,0
537,0
538,0
539,0
540,1
541,1
542,1
543,1
544,0
545,1
546,0
547,1
548,1
549,0
550,0
551,1
552,0
553,0
554,1
555,1
556,1
557,0
558,1
559,0
560,1
561,0
562,0
563,0
564,0
565,1
566,1
567,0
568,1
569,0
570,0
571,1
572,0
573,1
574,1
575,1
576,1
577,1
578,1
579,0
580,1
581,0
582,0
583,1
584,1
585,1
586,0
587,0
588,0
589,0
590,1
591,1
592,0
593,0
594,0
595,0
596,0
597,1
598,1
599,0
600,1
601,1
602,0
603,1
604,0
605,0
606,0
607,1
608,1
609,1
610,1
611,0
612,1
613,0
614,1
615,1
616,1
617,1
618,1
619,1
620,0
621,0
622,0
623,0
624,0
625,0
626,1
627,0
628,0
629,0
630,1
631,1
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,1
640,1
641,1
642,0
643,1
644,0
645,1
646,1
647,0
648,0
649,0
650,0
651,1
652,1
653,0
654,1
655,1
656,0
657,0
658,0
659,0
660,1
661,0
662,0
663,1
664,1
665,0
666,1
667,1
668,1
669,0
670,1
671,1
672,0
673,0
674,1
675,1
676,0
677,1
678,0
679,0
680,1
681,0
682,1
683,1
684,1
685,1
686,0
687,1
688,1
689,1
690,1
691,1
692,0
693,1
694,1
695,1
696,0
697,0
698,1
699,0
700,1
701,1
702,1
703,0
704,1
705,0
706,0
707,1
708,1
709,1
710,0
711,1
712,0
713,1
714,1
715,0
716,0
717,1
718,1
719,0
720,0
721,0
722,0
723,1
724,0
725,0
726,0
727,1
728,1
729,1
730,0
731,1
732,0
733,1
734,1
735,1
736,1
737,0
738,0
739,0
740,0
741,1
742,1
743,0
744,0
745,0
746,0
747,1
748,0
749,0
750,0
751,1
752,1
753,0
754,0
755,0
756,1
757,1
758,0
759,0
760,0
761,1
762,0
763,1
764,0
765,1
766,0
767,0
768,1
769,0
770,0
771,0
772,1
773,1
774,0
775,0
776,1
777,0
778,0
779,0
780,0
781,0
782,1
783,0
784,0
785,1
786,0
787,0
788,1
789,0
790,0
791,0
792,1
793,0
794,1
795,1
796,1
797,0
798,1
799,1
800,0
801,1
802,1
803,1
804,1
805,1
806,0
807,1
808,0
809,0
810,0
811,0
812,1
813,1
814,0
815,1
816,0
817,0
818,0
819,1
820,1
821,0
822,1
823,0
824,1
825,0
826,1
827,1
828,0
829,0
830,1
831,0
832,0
833,0
834,1
835,0
836,0
837,1
838,0
839,0
840,1
841,0
842,0
843,1
844,0
845,0
846,0
847,0
848,1
849,1
850,0
851,0
852,0
853,1
854,0
855,0
856,0
857,1
858,0
859,0
860,0
861,0
862,1
863,1
864,1
865,0
866,0
867,0
868,0
869,1
870,0
871,1
872,0
873,1
874,0
875,0
876,1
877,1
878,0
879,1
880,1
881,0
882,0
883,0
884,0
885,1
886,1
887,1
888,0
889,0
890,1
891,1
892,1
893,0
894,0
895,1
896,1
897,1
898,1
899,0
900,1
901,1
902,0
903,1
904,0
905,0
906,0
907,1
908,0
909,0
910,1
911,0
912,1
913,1
914,0
915,1
916,0
917,1
918,0
919,0
920,0
921,1
922,1
923,0
924,0
925,0
926,1
927,0
928,1
929,1
930,1
931,1
932,1
933,1
934,0
935,0
936,0
937,1
938,1
939,0
940,0
941,0
942,1
943,0
944,0
945,0
946,1
947,0
948,0
949,1
950,1
951,0
952,1
953,1
954,1
955,1
956,0
957,1
958,1
959,1
960,0
961,0
962,1
963,1
964,1
965,0
966,0
967,1
968,1
969,0
970,1
971,0
972,1
973,1
974,0
975,0
976,0
977,0
978,0
979,1
980,1
981,1
982,1
983,0
984,1
985,1
986,0
987,0
988,0
989,0
990,0
991,1
992,1
993,0
994,1
995,0
996,0
997,1
998,1
999,0
1000,1
1001,0
1002,0
1003,1
1004,1
1005,0
1006,1
1007,0
1008,0
1009,1
1010,1
1011,1
1012,0
1013,1
1014,0
1015,1
1016,0
1017,0
1018,1
1019,1
1020,0
1021,0
1022,0
1023,0
1024,1
1025,1
1026,0
1027,1
1028,0
1029,1
1030,1
1031,1
1032,0
1033,0
1034,0
1035,1
1036,0
1037,1
1038,1
1039,1
1040,0
1041,1
1042,0
1043,0
1044,0
1045,0
1046,0
1047,1
1048,1
1049,1
1050,0
1051,0
1052,0
1053,0
1054,1
1055,1
1056,0
1057,1
1058,0
1059,0
1060,0
1061,0
1062,1
1063,1
1064,1
1065,1
1066,0
1067,0
1068,0
1069,1
1070,0
1071,1
1072,0
1073,1
1074,0
1075,1
1076,1
1077,1
1078,0
1079,0
1080,1
1081,0
1082,0
1083,1
1084,0
1085,0
1086,0
1087,0
1088,1
1089,0
1090,0
1091,0
1092,1
1093,0
1094,1
1095,1
1096,1
1097,1
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,1
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,1
1116,1
1117,1
1118,0
1119,0
1120,0
1121,1
1122,1
1123,1
1124,0
1125,1
1126,1
1127,0
1128,1
1129,1
1130,0
1131,0
1132,1
1133,1
1134,1
1135,1
1136,0
1137,1
1138,1
1139,0
1140,1
1141,0
1142,1
1143,1
1144,0
1145,0
1146,0
1147,1
1148,1
1149,0
1150,1
1151,1
1152,0
1153,0
1154,0
1155,0
1156,1
1157,1
1158,1
1159,1
1160,1
1161,0
1162,0
1163,1
1164,0
1165,1
1166,1
1167,1
1168,1
1169,0
1170,0
1171,1
1172,0
1173,0
1174,1
1175,0
1176,0
1177,1
1178,1
1179,1
1180,0
1181,0
1182,1
1183,1
1184,0
1185,0
1186,0
1187,0
1188,1
1189,0
1190,1
1191,1
1192,0
1193,1
1194,1
1195,1
1196,0
1197,0
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,0
1205,0
1206,1
1207,0
1208,0
1209,1
1210,0
1211,1
1212,0
1213,1
1214,0
1215,1
1216,0
1217,1
1218,1
1219,0
1220,0
1221,0
1222,0
1223,0
1224,1
1225,1
1226,0
1227,1
1228,1
1229,0
1230,0
1231,0
1232,1
1233,0
1234,0
1235,0
1236,1
1237,1
1238,0
1239,1
1240,1
1241,0
1242,0
1243,1
1244,0
1245,0
1246,1
1247,1
1248,0
1249,1
1250,0
1251,1
1252,1
1253,0
1254,1
1255,1
1256,1
1257,1
1258,0
1259,0
1260,0
1261,1
1262,1
1263,0
1264,0
1265,1
1266,0
1267,0
1268,1
1269,1
1270,0
1271,1
1272,1
1273,0
1274,0
1275,0
1276,1
1277,1
1278,0
1279,0
1280,0
1281,0
1282,1
1283,1
1284,1
1285,0
1286,0
1287,0
1288,1
1289,1
1290,0
1291,1
1292,1
1293,0
1294,0
1295,1
1296,0
1297,1
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,1
1305,1
1306,0
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,0
1315,0
1316,1
1317,1
1318,0
1319,1
1320,1
1321,0
1322,1
1323,1
1324,1
1325,0
1326,1
1327,1
1328,0
1329,1
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,1
1338,1
1339,1
1340,0
1341,1
1342,1
1343,0
1344,1
1345,0
1346,1
1347,0
1348,0
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,0
1357,1
1358,1
1359,0
1360,0
1361,1
1362,1
1363,0
1364,1
1365,0
1366,0
1367,0
1368,0
1369,1
1370,1
1371,1
1372,0
1373,0
1374,0
1375,1
1376,1
1377,1
1378,1
1379,0
1380,0
1381,1
1382,0
1383,1
1384,1
1385,0
1386,0
1387,0
1388,0
1389,1
1390,1
1391,0
1392,0
1393,1
1394,1
1395,1
1396,0
1397,1
1398,1
1399,0
1400,0
1401,0
1402,1
1403,1
1404,0
1405,0
1406,0
1407,1
1408,1
1409,1
1410,1
1411,1
1412,0
1413,1
1414,0
1415,1
1416,0
1417,0
1418,1
1419,0
1420,0
1421,1
1422,0
1423,1
1424,0
1425,0
1426,1
1427,0
1428,0
1429,1
1430,1
1431,0
1432,0
1433,0
1434,1
1435,0
1436,0
1437,1
1438,1
1439,1
1440,0
1441,0
1442,1
1443,1
1444,0
1445,1
1446,1
1447,0
1448,1
1449,1
1450,1
1451,1
1452,1
1453,0
1454,0
1455,1
1456,1
1457,0
1458,1
1459,0
1460,0
1461,1
1462,1
1463,0
1464,1
1465,0
1466,1
1467,0
1468,1
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,0
1485,1
1486,0
1487,0
1488,0
1489,0
1490,0
1491,1
1492,0
1493,1
1494,0
1495,0
1496,1
1497,0
1498,0
1499,1
1500,0
1501,0
1502,1
1503,1
1504,0
1505,0
1506,0
1507,1
1508,1
1509,0
1510,0
1511,0
1512,1
1513,0
1514,1
1515,1
1516,0
1517,1
1518,1
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,1
1526,0
1527,0
1528,1
1529,1
1530,0
1531,0
1532,0
1533,0
1534,1
1535,0
1536,1
1537,1
1538,0
1539,0
1540,1
1541,0
1542,1
1543,1
1544,1
1545,1
1546,0
1547,1
1548,0
1549,0
1550,0
1551,0
1552,1
1553,1
1554,1
1555,0
1556,1
1557,0
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,0
1565,0
1566,0
1567,0
1568,1
1569,1
1570,0
1571,1
1572,0
1573,0
1574,1
1575,1
1576,1
1577,1
1578,1
1579,0
1580,1
1581,1
1582,1
1583,1
1584,0
1585,1
1586,0
1587,0
1588,1
1589,0
1590,1
1591,0
1592,0
1593,0
1594,0
1595,0
1596,1
1597,1
1598,0
1599,1
1600,1
1601,0
1602,0
1603,1
1604,1
1605,1
1606,0
1607,0
1608,0
1609,1
1610,1
1611,1
1612,0
1613,1
1614,1
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,1
1622,0
1623,0
1624,0
1625,0
1626,1
1627,0
1628,0
1629,1
1630,0
1631,1
1632,0
1633,0
1634,0
1635,0
1636,0
1637,1
1638,0
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,0
1647,1
1648,0
1649,0
1650,1
1651,1
1652,1
1653,0
1654,1
1655,0
1656,1
1657,0
1658,0
1659,0
1660,1
1661,0
1662,0
1663,1
1664,1
1665,0
1666,0
1667,0
1668,0
1669,1
1670,0
1671,0
1672,1
1673,0
1674,1
1675,1
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,1
1683,1
1684,1
1685,1
1686,1
1687,0
1688,1
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,1
1696,0
1697,0
1698,0
1699,1
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,1
1709,1
1710,1
1711,0
1712,1
1713,1
1714,0
1715,0
1716,1
1717,1
1718,0
1719,1
1720,1
1721,1
1722,0
1723,0
1724,1
1725,0
1726,1
1727,1
1728,1
1729,0
1730,0
1731,1
1732,1
1733,1
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,1
1742,0
1743,0
1744,0
1745,1
1746,0
1747,1
1748,0
1749,1
1750,0
1751,0
1752,0
1753,0
1754,1
1755,1
1756,0
1757,0
1758,0
1759,1
1760,0
1761,1
1762,1
1763,1
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,1
1772,0
1773,1
1774,1
1775,1
1776,0
1777,1
1778,0
1779,0
1780,1
1781,0
1782,0
1783,1
1784,0
1785,0
1786,0
1787,1
1788,0
1789,1
1790,0
1791,0
1792,1
1793,1
1794,1
1795,0
1796,0
1797,0
1798,1
1799,0
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,0
1808,1
1809,1
1810,1
1811,0
1812,1
1813,0
1814,1
1815,0
1816,0
1817,1
1818,0
1819,0
1820,0
1821,1
1822,0
1823,0
1824,0
1825,1
1826,0
1827,1
1828,1
1829,1
1830,0
1831,0
1832,1
1833,1
1834,0
1835,1
1836,0
1837,1
1838,0
1839,0
1840,0
1841,1
1842,1
1843,0
1844,1
1845,0
1846,0
1847,1
1848,0
1849,1
1850,0
1851,0
1852,0
1853,1
1854,1
1855,1
1856,0
1857,1
1858,1
1859,1
1860,1
1861,0
1862,1
1863,0
1864,1
1865,0
1866,0
1867,0
1868,1
1869,1
1870,1
1871,1
1872,0
1873,0
1874,0
1875,1
1876,0
1877,1
1878,1
1879,1
1880,0
1881,0
1882,0
1883,1
1884,0
1885,0
1886,0
1887,0
1888,0
1889,1
1890,0
1891,0
1892,1
1893,0
1894,0
1895,1
1896,0
1897,0
1898,0
1899,0
1900,1
1901,0
1902,0
1903,0
1904,1
1905,1
1906,0
1907,1
1908,0
1909,0
1910,1
1911,1
1912,0
1913,1
1914,0
1915,0
1916,0
1917,0
1918,0
1919,1
1920,1
1921,0
1922,1
1923,1
1924,1
1925,0
1926,1
1927,0
1928,1
1929,1
1930,1
1931,1
1932,1
1933,0
1934,0
1935,0
1936,1
1937,0
1938,0
1939,0
1940,1
1941,1
1942,0
1943,1
1944,1
1945,0
1946,1
1947,1
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,1
1955,1
1956,0
1957,0
1958,0
1959,0
1960,1
1961,0
1962,0
1963,0
1964,1
1965,0
1966,0
1967,0
1968,1
1969,1
1970,0
1971,0
1972,1
1973,0
1974,1
1975,0
1976,0
1977,0
1978,0
1979,0
1980,1
1981,0
1982,1
1983,1
1984,0
1985,0
1986,1
1987,0
1988,1
1989,1
1990,0
1991,0
1992,1
1993,1
1994,1
1995,0
1996,1
1997,0
1998,1
1999,1
2000,1
2001,0
2002,0
2003,1
2004,1
2005,1
2006,0
2007,0
2008,1
2009,1
2010,0
2011,0
2012,0
2013,0
2014,0
2015,1
2016,0
2017,1
2018,1
2019,0
2020,0
2021,0
2022,1
2023,1
2024,1
2025,1
2026,1
2027,0
2028,1
2029,1
2030,0
2031,1
2032,0
2033,1
2034,0
2035,0
2036,0
2037,0
2038,1
2039,0
2040,1
2041,1
2042,0
2043,0
2044,1
2045,0
2046,0
2047,1
2048,1
2049,0
2050,0
2051,1
2052,0
2053,1
2054,0
2055,0
2056,0
2057,1
2058,0
2059,0
2060,1
2061,0
2062,0
2063,1
2064,0
2065,0
2066,0
2067,0
2068,0
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,0
2076,1
2077,0
2078,1
2079,1
2080,0
2081,0
2082,0
2083,0
2084,0
2085,1
2086,1
2087,1
2088,1
2089,1
2090,1
2091,1
2092,0
2093,0
2094,0
2095,0
2096,1
2097,1
2098,1
2099,0
2100,1
2101,1
2102,0
2103,0
2104,1
2105,1
2106,0
2107,1
2108,0
2109,1
2110,0
2111,1
2112,1
2113,0
2114,1
2115,1
2116,0
2117,0
2118,1
2119,0
2120,0
2121,1
2122,1
2123,1
2124,1
2125,1
2126,1
2127,1
2128,1
2129,0
2130,0
2131,1
2132,0
2133,1
2134,1
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,1
2142,0
2143,1
2144,1
2145,1
2146,0
2147,0
2148,1
2149,0
2150,0
2151,1
2152,0
2153,1
2154,1
2155,1
2156,0
2157,0
2158,0
2159,1
2160,0
2161,0
2162,0
2163,1
2164,0
2165,0
2166,0
2167,0
2168,0
2169,1
2170,1
2171,1
2172,0
2173,1
2174,0
2175,1
2176,1
2177,0
2178,1
2179,0
2180,1
2181,1
2182,0
2183,1
2184,1
2185,0
2186,0
2187,1
2188,1
2189,1
2190,0
2191,1
2192,1
2193,0
2194,1
2195,1
2196,1
2197,0
2198,0
2199,1
2200,0
2201,0
2202,1
2203,0
2204,0
2205,0
2206,1
2207,0
2208,1
2209,0
2210,0
2211,1
2212,1
2213,0
2214,1
2215,1
2216,1
2217,0
2218,0
2219,0
2220,0
2221,1
2222,0
2223,1
2224,1
2225,0
2226,1
2227,1
2228,0
2229,1
2230,1
2231,1
2232,1
2233,0
2234,1
2235,0
2236,0
2237,1
2238,1
2239,1
2240,0
2241,1
2242,1
2243,1
2244,1
2245,1
2246,1
2247,1
2248,0
2249,1
2250,1
2251,1
2252,1
2253,0
2254,0
2255,1
2256,1
2257,0
2258,1
2259,0
2260,0
2261,0
2262,0
2263,0
2264,1
2265,1
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,1
2273,1
2274,0
2275,1
2276,0
2277,0
2278,0
2279,1
2280,1
2281,1
2282,0
2283,0
2284,0
2285,0
2286,1
2287,0
2288,0
2289,1
2290,0
2291,0
2292,1
2293,0
2294,1
2295,1
2296,0
2297,0
2298,1
2299,1
2300,0
2301,0
2302,1
2303,0
2304,0
2305,0
2306,1
2307,1
2308,0
2309,1
2310,1
2311,0
2312,0
2313,1
2314,0
2315,0
2316,0
2317,0
2318,1
2319,1
2320,1
2321,0
2322,1
2323,0
2324,0
2325,1
2326,0
2327,1
2328,1
2329,1
2330,0
2331,0
2332,0
2333,0
2334,1
2335,1
2336,0
2337,1
2338,0
2339,0
2340,1
2341,0
2342,0
2343,1
2344,0
2345,1
2346,1
2347,0
2348,0
2349,0
2350,0
2351,0
2352,1
2353,1
2354,1
2355,1
2356,0
2357,1
2358,0
2359,1
2360,1
2361,0
2362,0
2363,1
2364,0
2365,0
2366,0
2367,1
2368,0
2369,0
2370,1
2371,0
2372,0
2373,1
2374,0
2375,1
2376,0
2377,0
2378,1
2379,1
2380,1
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,1
2390,0
2391,1
2392,0
2393,1
2394,0
2395,1
2396,0
2397,1
2398,1
2399,1
2400,0
2401,1
2402,0
2403,1
2404,0
2405,1
2406,0
2407,1
2408,0
2409,0
2410,1
2411,1
2412,0
2413,0
2414,1
2415,0
2416,1
2417,1
2418,1
2419,1
2420,1
2421,0
2422,0
2423,0
2424,1
2425,1
2426,1
2427,1
2428,1
2429,1
2430,1
2431,0
2432,1
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,1
2440,1
2441,1
2442,0
2443,1
2444,1
2445,1
2446,0
2447,0
2448,1
2449,0
2450,1
2451,1
2452,0
2453,0
2454,0
2455,1
2456,1
2457,1
2458,0
2459,0
2460,1
2461,1
2462,0
2463,0
2464,1
2465,0
2466,1
2467,0
2468,1
2469,0
2470,1
2471,1
2472,1
2473,1
2474,1
2475,1
2476,1
2477,0
2478,1
2479,0
2480,1
2481,0
2482,0
2483,1
2484,0
2485,0
2486,1
2487,1
2488,0
2489,0
2490,0
2491,1
2492,0
2493,0
2494,0
2495,0
2496,1
2497,0
2498,1
2499,1
2500,0
2501,1
2502,1
2503,1
2504,1
2505,0
2506,0
2507,0
2508,1
2509,0
2510,1
2511,0
2512,1
2513,0
2514,1
2515,1
2516,0
2517,1
2518,0
2519,0
2520,1
2521,0
2522,1
2523,0
2524,0
2525,0
2526,1
2527,0
2528,0
2529,1
2530,0
2531,1
2532,0
2533,0
2534,1
2535,1
2536,0
2537,1
2538,0
2539,0
2540,1
2541,1
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,1
2552,1
2553,0
2554,0
2555,0
2556,1
2557,0
2558,0
2559,1
2560,1
2561,0
2562,1
2563,1
2564,1
2565,0
2566,0
2567,0
2568,1
2569,0
2570,0
2571,0
2572,1
2573,1
2574,0
2575,0
2576,1
2577,0
2578,0
2579,0
2580,0
2581,1
2582,0
2583,1
2584,0
2585,0
2586,1
2587,0
2588,0
2589,0
2590,0
2591,1
2592,1
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,1
2602,0
2603,1
2604,0
2605,1
2606,0
2607,1
2608,1
2609,1
2610,1
2611,1
2612,0
2613,1
2614,1
2615,1
2616,0
2617,0
2618,0
2619,1
2620,0
2621,0
2622,1
2623,0
2624,0
2625,1
2626,1
2627,1
2628,0
2629,1
2630,1
2631,1
2632,0
2633,0
2634,0
2635,1
2636,0
2637,1
2638,1
2639,0
2640,1
2641,0
2642,0
2643,0
2644,1
2645,0
2646,1
2647,0
2648,1
2649,0
2650,1
2651,0
2652,1
2653,0
2654,1
2655,0
2656,0
2657,1
2658,1
2659,0
2660,0
2661,0
2662,1
2663,1
2664,1
2665,0
2666,0
2667,1
2668,0
2669,0
2670,0
2671,1
2672,1
2673,1
2674,0
2675,1
2676,1
2677,0
2678,1
2679,1
2680,1
2681,1
2682,0
2683,1
2684,0
2685,1
2686,1
2687,1
2688,0
2689,1
2690,0
2691,0
2692,1
2693,1
2694,1
2695,1
2696,0
2697,1
2698,0
2699,0
2700,0
2701,0
2702,1
2703,1
2704,1
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,1
2712,0
2713,1
2714,0
2715,0
2716,0
2717,1
2718,0
2719,1
2720,0
2721,0
2722,0
2723,1
2724,0
2725,0
2726,0
2727,1
2728,1
2729,0
2730,1
2731,0
2732,0
2733,0
2734,0
2735,1
2736,1
2737,1
2738,0
2739,1
2740,1
2741,1
2742,0
2743,1
2744,1
2745,1
2746,0
2747,1
2748,0
2749,0
2750,0
2751,0
2752,0
2753,1
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,1
2763,0
2764,1
2765,1
2766,1
2767,0
2768,0
2769,1
2770,1
2771,0
2772,0
2773,1
2774,1
2775,0
2776,1
2777,0
2778,1
2779,0
2780,0
2781,1
2782,1
2783,1
2784,1
2785,1
2786,0
2787,1
2788,0
2789,0
2790,0
2791,0
2792,1
2793,1
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,1
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,1
2811,0
2812,0
2813,0
2814,1
2815,1
2816,0
2817,0
2818,1
2819,1
2820,1
2821,1
2822,0
2823,1
2824,1
2825,0
2826,0
2827,1
2828,0
2829,1
2830,1
2831,0
2832,1
2833,0
2834,0
2835,1
2836,0
2837,1
2838,1
2839,0
2840,1
2841,1
2842,0
2843,1
2844,0
2845,0
2846,0
2847,0
2848,1
2849,1
2850,0
2851,1
2852,1
2853,0
2854,0
2855,0
2856,1
2857,0
2858,0
2859,1
2860,1
2861,0
2862,1
2863,0
2864,1
2865,1
2866,0
2867,0
2868,1
2869,0
2870,0
2871,0
2872,0
2873,1
2874,0
2875,1
2876,1
2877,1
2878,0
2879,1
2880,0
2881,0
2882,1
2883,0
2884,1
2885,0
2886,1
2887,0
2888,1
2889,0
2890,0
2891,0
2892,1
2893,0
2894,0
2895,1
2896,0
2897,1
2898,1
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,1
2907,0
2908,0
2909,0
2910,0
2911,0
2912,1
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,1
2920,0
2921,0
2922,0
2923,1
2924,1
2925,1
2926,1
2927,1
2928,1
2929,0
2930,1
2931,0
2932,1
2933,0
2934,0
2935,1
2936,0
2937,0
2938,0
2939,1
2940,1
2941,0
2942,1
2943,0
2944,0
2945,0
2946,0
2947,0
2948,1
2949,0
2950,1
2951,1
2952,1
2953,0
2954,1
2955,0
2956,1
2957,0
2958,0
2959,1
2960,1
2961,1
2962,1
2963,0
2964,1
2965,1
2966,1
2967,1
2968,1
2969,0
2970,1
2971,1
2972,1
2973,0
2974,1
2975,0
2976,0
2977,0
2978,0
2979,1
2980,0
2981,0
2982,0
2983,0
2984,1
2985,1
2986,1
2987,0
2988,1
2989,0
2990,1
2991,0
2992,1
2993,1
2994,0
2995,0
2996,1
2997,1
